ssp,indiv,Label,Area,Circ.,%Area,AR,Round
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,305.804,0.804,98.056,1.542,0.649
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,304.954,0.772,100,1.483,0.674
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,114.676,0.913,100,1.248,0.801
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,332.986,0.903,100,1.227,0.815
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,171.59,0.854,100,1.527,0.655
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,380.556,0.878,100,1.339,0.747
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,208.966,0.921,100,1.221,0.819
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,193.676,0.916,100,1.186,0.843
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,100.236,0.941,100,1.253,0.798
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,177.536,0.839,100,1.457,0.686
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,173.289,0.929,100,1.154,0.867
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,151.203,0.897,100,1.426,0.701
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,194.525,0.882,100,1.383,0.723
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,128.268,0.918,100,1.411,0.709
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,143.558,0.933,100,1.316,0.76
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,106.182,0.968,100,1.156,0.865
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,302.406,0.915,100,1.163,0.859
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,89.193,0.941,100,1.112,0.899
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,119.773,0.76,100,1.792,0.558
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,157.149,0.814,98.919,1.902,0.526
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,115.526,0.827,100,1.863,0.537
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,122.322,0.693,100,1.951,0.513
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,236.149,0.848,100,1.078,0.927
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,84.946,0.967,100,1.063,0.941
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,110.429,0.951,100,1.082,0.924
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,151.203,0.918,100,1.163,0.86
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,259.933,0.91,100,1.183,0.845
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,87.494,0.852,100,1.864,0.536
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,89.193,0.912,100,1.177,0.849
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,80.698,0.963,100,1.278,0.782
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,122.322,0.435,100,1.32,0.758
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,106.182,0.94,100,1.157,0.865
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,84.946,0.88,100,1.865,0.536
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,138.461,0.524,100,1.147,0.872
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,96.838,0.824,100,1.5,0.667
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,330.438,0.842,100,1.616,0.619
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,128.268,0.864,100,1.235,0.81
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,176.687,0.927,100,1.198,0.835
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,107.881,0.995,100,1.093,0.915
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,113.827,0.892,100,1.527,0.655
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,141.01,0.917,100,1.185,0.844
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,150.354,0.945,100,1.131,0.884
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,141.01,0.95,100,1.187,0.842
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,126.569,0.93,100,1.339,0.747
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,96.838,0.883,100,1.421,0.704
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,91.741,0.846,100,1.513,0.661
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,82.397,0.951,100,1.082,0.925
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,110.429,0.951,100,1.225,0.817
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,145.257,0.944,100,1.37,0.73
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,105.332,0.746,100,1.954,0.512
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,146.106,0.927,100,1.063,0.94
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,101.935,0.843,100,1.666,0.6
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,84.096,0.898,100,1.316,0.76
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,90.042,0.962,100,1.066,0.938
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,231.052,0.8,96.691,1.128,0.886
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,135.063,0.967,100,1.13,0.885
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,179.235,0.796,100,1.98,0.505
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,117.225,0.44,100,1.542,0.649
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,99.386,0.669,93.162,1.073,0.932
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,241.245,0.844,100,1.762,0.568
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,236.149,0.903,100,1.145,0.873
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,142.708,0.906,100,1.382,0.724
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,130.816,0.987,100,1.141,0.877
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,142.708,0.808,98.81,1.386,0.721
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,192.826,0.833,99.559,1.209,0.827
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,266.729,0.823,100,1.268,0.788
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,208.117,0.906,100,1.125,0.889
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,129.117,0.924,100,1.336,0.749
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,329.589,0.861,100,1.084,0.922
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,190.278,0.947,100,1.192,0.839
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,237.847,0.854,100,1.53,0.654
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,323.642,0.769,100,1.286,0.778
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,338.933,0.926,100,1.184,0.845
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,287.116,0.898,100,1.176,0.85
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,122.322,0.566,100,1.184,0.844
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,333.836,0.883,100,1.307,0.765
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,244.643,0.885,100,1.417,0.706
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,343.18,0.914,100,1.137,0.879
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,238.697,0.857,100,1.395,0.717
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,282.019,0.922,100,1.301,0.768
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,268.428,0.84,100,1.168,0.856
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,226.805,0.774,100,1.169,0.855
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,132.515,0.892,100,1.151,0.869
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,226.805,0.909,96.629,1.115,0.897
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,238.697,0.835,100,1.527,0.655
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,234.45,0.874,99.638,1.274,0.785
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,338.083,0.938,99.497,1.21,0.826
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,227.654,0.937,100,1.132,0.884
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,231.901,0.877,100,1.445,0.692
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,265.88,0.846,100,1.745,0.573
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,289.664,0.906,100,1.134,0.881
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,280.32,0.908,100,1.318,0.759
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,240.396,0.804,100,1.281,0.781
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,332.137,0.868,100,1.21,0.826
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,240.396,0.678,100,1.862,0.537
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,212.364,0.777,100,1.342,0.745
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,303.256,0.768,99.16,2.025,0.494
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,242.095,0.926,100,1.372,0.729
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,245.493,0.882,100,1.451,0.689
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,312.6,0.939,100,1.252,0.798
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,256.535,0.882,100,1.071,0.934
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,247.191,0.781,100,1.577,0.634
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,236.998,0.827,100,1.796,0.557
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,496.082,0.846,100,1.179,0.848
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,244.643,0.841,100,1.274,0.785
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,230.202,0.797,100,1.568,0.638
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,256.535,0.845,100,1.295,0.772
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,107.031,0.896,100,1.24,0.807
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,238.697,0.812,100,1.74,0.575
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,200.471,0.902,100,1.408,0.71
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,285.417,0.924,100,1.195,0.837
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,194.525,0.893,100,1.328,0.753
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,163.945,0.852,100,1.194,0.838
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,154.601,0.644,100,1.683,0.594
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,313.449,0.775,100,1.704,0.587
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,205.568,0.888,100,1.185,0.844
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,369.513,0.876,97.241,1.266,0.79
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,127.418,0.756,100,1.91,0.524
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,218.31,0.917,100,1.301,0.769
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,161.397,0.839,100,1.152,0.868
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,248.041,0.853,99.658,1.294,0.773
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,329.589,0.936,100,1.111,0.9
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,220.858,0.917,98.077,1.167,0.857
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,176.687,0.89,100,1.457,0.686
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,223.407,0.895,98.479,1.269,0.788
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,301.557,0.87,100,1.341,0.746
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,113.827,0.794,100,1.823,0.549
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,276.922,0.771,96.626,1.254,0.798
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,330.438,0.85,100,1.437,0.696
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,265.88,0.812,100,1.671,0.599
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,199.622,0.916,100,1.154,0.867
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,107.031,0.654,100,2.66,0.376
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,282.019,0.841,100,1.458,0.686
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,166.493,0.943,100,1.144,0.874
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,373.76,0.893,100,1.355,0.738
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,310.051,0.86,100,1.184,0.845
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,305.804,0.849,100,1.519,0.658
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,251.439,0.653,100,1.171,0.854
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,446.813,0.909,100,1.2,0.834
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,203.869,0.833,100,1.278,0.783
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,423.029,0.921,100,1.18,0.847
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,151.203,0.864,100,1.204,0.83
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,310.901,0.918,100,1.119,0.894
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,229.353,0.788,100,1.886,0.53
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,297.309,0.893,100,1.412,0.708
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,251.439,0.58,100,1.473,0.679
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,385.653,0.9,100,1.172,0.853
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,346.578,0.883,100,1.376,0.727
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,189.429,0.903,100,1.138,0.878
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,473.996,0.756,100,1.473,0.679
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,179.235,0.928,100,1.124,0.89
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,173.289,0.938,100,1.084,0.923
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,330.438,0.897,100,1.083,0.923
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,278.621,0.652,100,1.323,0.756
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,368.664,0.911,100,1.129,0.885
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 007.tif,164.794,0.803,99.485,1.485,0.674
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,381.405,0.718,99.555,1.204,0.831
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,361.018,0.819,99.529,1.828,0.547
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,442.566,0.855,97.313,1.467,0.682
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,354.223,0.952,97.122,1.055,0.948
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,321.944,0.879,100,1.49,0.671
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,398.395,0.906,98.721,1.107,0.903
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,293.062,0.874,100,1.59,0.629
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,113.827,0.942,97.015,1.109,0.902
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,456.157,0.916,98.51,1.192,0.839
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,448.512,0.883,100,1.475,0.678
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,338.933,0.885,98.747,1.089,0.918
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,248.041,0.881,100,1.511,0.662
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,250.589,0.907,100,1.25,0.8
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,289.664,0.864,100,1.464,0.683
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,260.783,0.92,100,1.235,0.81
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,257.385,0.839,97.69,1.573,0.636
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,206.418,0.917,100,1.264,0.791
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,409.437,0.85,99.17,1.594,0.627
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,469.749,0.92,89.693,1.357,0.737
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,441.717,0.847,100,1.077,0.928
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,214.912,0.936,100,1.233,0.811
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,275.224,0.913,100,1.391,0.719
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,314.298,0.901,100,1.441,0.694
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,356.771,0.89,95.476,1.401,0.714
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,398.395,0.919,98.294,1.123,0.89
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,260.783,0.897,99.349,1.371,0.729
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,321.094,0.927,99.735,1.128,0.886
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,339.782,0.907,99,1.171,0.854
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,346.578,0.947,98.039,1.09,0.917
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,284.568,0.928,100,1.193,0.838
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,387.352,0.932,98.465,1.113,0.898
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,289.664,0.885,100,1.486,0.673
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,336.384,0.913,98.232,1.324,0.755
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,318.546,0.919,100,1.224,0.817
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,291.363,0.911,100,1.264,0.791
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,329.589,0.84,100,1.661,0.602
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,293.062,0.933,99.71,1.166,0.858
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,327.89,0.876,98.964,1.53,0.654
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,470.598,0.881,97.834,1.195,0.837
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,266.729,0.87,100,1.534,0.652
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,298.159,0.895,99.145,1.54,0.649
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,335.535,0.916,100,1.303,0.768
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,337.234,0.887,100,1.431,0.699
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,296.46,0.89,100,1.1,0.909
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,360.169,0.926,97.877,1.196,0.836
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,423.878,0.923,97.595,1.134,0.882
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,233.6,0.943,100,1.261,0.793
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,240.396,0.745,100,2.253,0.444
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,348.277,0.899,99.756,1.345,0.744
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,251.439,0.887,100,1.517,0.659
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,218.31,0.835,97.665,1.572,0.636
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,312.6,0.923,100,1.22,0.82
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,320.245,0.903,99.469,1.401,0.714
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,257.385,0.931,97.36,1.114,0.897
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,299.008,0.898,100,1.45,0.69
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,185.181,0.854,100,1.739,0.575
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,497.781,0.858,99.829,1.291,0.774
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,265.88,0.914,100,1.326,0.754
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,283.718,0.919,99.401,1.246,0.803
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,378.008,0.883,99.775,1.536,0.651
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,358.47,0.914,100,1.224,0.817
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,422.179,0.809,98.592,1.847,0.541
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,222.557,0.851,100,1.709,0.585
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,108.73,0.91,100,1.264,0.791
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,231.901,0.929,100,1.122,0.891
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,182.633,0.909,100,1.26,0.794
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,374.61,0.929,98.639,1.178,0.849
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,338.933,0.851,100,1.648,0.607
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,276.073,0.9,100,1.254,0.798
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,361.018,0.906,98.353,1.347,0.742
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,367.814,0.94,99.538,1.067,0.937
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,107.031,0.871,100,1.647,0.607
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,257.385,0.882,97.69,1.603,0.624
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,232.751,0.89,100,1.335,0.749
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,328.739,0.898,100,1.315,0.761
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,243.794,0.922,98.606,1.023,0.977
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,382.255,0.882,98.667,1.25,0.8
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,247.191,0.894,100,1.278,0.782
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,211.514,0.932,100,1.154,0.867
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,263.331,0.736,100,2.227,0.449
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,394.997,0.911,100,1.054,0.948
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,276.922,0.89,99.387,1.393,0.718
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,411.136,0.908,100,1.285,0.778
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,276.922,0.881,100,1.293,0.774
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,367.814,0.834,100,1.583,0.632
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,265.88,0.931,98.403,1.243,0.804
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,235.299,0.95,100,1.174,0.852
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,361.018,0.895,99.059,1.356,0.737
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,274.374,0.886,100,1.426,0.701
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,321.094,0.871,100,1.282,0.78
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,262.482,0.696,100,2.316,0.432
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,152.052,0.747,100,2.124,0.471
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,438.319,0.91,95.543,1.184,0.845
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,353.373,0.909,100,1.308,0.764
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,197.923,0.936,100,1.342,0.745
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,212.364,0.899,100,1.353,0.739
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,89.193,0.873,100,1.475,0.678
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,84.096,0.871,100,1.618,0.618
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,381.405,0.872,100,1.476,0.678
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x10 008.tif,102.784,0.948,100,1.459,0.685
