ssp,indiv,Label,Area,Circ.,%Area,AR,Round,Solidity
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,4910.516,0.815,100,1.266,0.79,0.956
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,3802.869,0.64,100,2.031,0.492,0.916
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,873.497,0.557,100,2.861,0.35,0.889
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,3037.313,0.797,100,1.328,0.753,0.95
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,1848.294,0.752,100,1.339,0.747,0.919
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,2864.606,0.762,100,1.744,0.573,0.957
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,2974.209,0.845,100,1.206,0.829,0.959
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,1923.023,0.863,100,1.318,0.759,0.957
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,3922.435,0.84,100,1.161,0.862,0.952
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,1082.738,0.546,100,3.678,0.272,0.931
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,3477.383,0.826,100,1.129,0.886,0.954
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,3161.861,0.735,100,1.752,0.571,0.951
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,1846.633,0.833,100,1.198,0.835,0.954
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,3653.411,0.764,99.955,1.75,0.571,0.958
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,5162.934,0.719,100,1.538,0.65,0.926
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,4742.792,0.832,100,1.21,0.827,0.962
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,1174.073,0.648,100,2.463,0.406,0.916
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,2755.004,0.566,100,3.138,0.319,0.908
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,3153.558,0.867,100,1.021,0.98,0.957
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,386.929,0.698,100,2.16,0.463,0.901
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,1979.484,0.739,100,1.579,0.633,0.937
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,2544.102,0.809,100,1.397,0.716,0.95
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,4261.206,0.672,100,1.866,0.536,0.931
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,3920.774,0.872,100,1.09,0.917,0.962
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,3374.423,0.869,100,1.139,0.878,0.959
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,1097.684,0.638,100,2.31,0.433,0.919
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,3246.554,0.706,99.949,1.452,0.689,0.902
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,360.359,0.78,100,1.654,0.604,0.9
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,1139.2,0.691,100,1.966,0.509,0.92
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 010-1.tif,667.578,0.008,100,402,0.002,1
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1318.549,0.616,100,2.83,0.353,0.951
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1780.207,0.594,100,2.911,0.344,0.924
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,855.23,0.639,100,2.752,0.363,0.932
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,4051.965,0.881,100,1.171,0.854,0.974
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,3203.377,0.792,99.896,1.649,0.607,0.959
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,3779.62,0.769,99.868,1.423,0.703,0.947
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,923.317,0.607,100,3.053,0.328,0.886
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,401.875,0.763,100,1.951,0.513,0.913
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,4349.22,0.849,100,1.065,0.939,0.966
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1610.822,0.845,100,1.188,0.842,0.947
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,2419.554,0.782,100,1.277,0.783,0.939
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1999.412,0.774,100,1.279,0.782,0.944
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1247.142,0.657,100,2.074,0.482,0.919
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,3047.277,0.755,100,1.482,0.675,0.939
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,3128.648,0.633,100,2.082,0.48,0.947
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1971.181,0.796,97.725,1.62,0.617,0.969
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,2442.803,0.648,99.864,2.249,0.445,0.905
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,3029.01,0.785,100,1.513,0.661,0.949
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,4106.766,0.678,100,1.886,0.53,0.943
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,5245.966,0.847,100,1.151,0.869,0.958
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1969.521,0.84,100,1.224,0.817,0.949
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,2867.928,0.704,100,2.136,0.468,0.956
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,871.837,0.92,100,1.051,0.952,0.949
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1487.935,0.742,100,1.376,0.727,0.924
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,6591.085,0.78,99.975,1.242,0.805,0.958
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,2545.763,0.703,100,1.442,0.693,0.888
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,601.152,0.744,100,1.868,0.535,0.919
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1785.189,0.857,100,1.21,0.826,0.94
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1914.719,0.853,100,1.194,0.838,0.942
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,2276.739,0.839,100,1.046,0.956,0.951
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1984.466,0.803,100,1.218,0.821,0.935
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1436.455,0.845,100,1.522,0.657,0.955
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,3392.69,0.843,100,1.159,0.863,0.958
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1735.37,0.628,100,2.036,0.491,0.911
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,543.03,0.668,100,2.482,0.403,0.912
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,2082.444,0.853,100,1.067,0.937,0.958
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,3650.09,0.757,99.955,1.357,0.737,0.941
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,2318.255,0.741,100,1.675,0.597,0.95
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1672.266,0.721,100,1.931,0.518,0.934
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1554.36,0.737,100,1.594,0.627,0.937
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1650.677,0.743,100,1.898,0.527,0.944
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1087.72,0.612,100,2.73,0.366,0.918
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1036.24,0.821,100,1.179,0.848,0.929
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,2743.379,0.829,100,1.372,0.729,0.948
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1886.489,0.865,100,1.213,0.824,0.947
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,2783.235,0.887,100,1.166,0.857,0.965
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,825.339,0.72,100,1.988,0.503,0.919
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,632.704,0.807,100,1.359,0.736,0.923
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,890.104,0.761,100,1.52,0.658,0.919
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1139.2,0.782,100,1.521,0.657,0.942
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1177.395,0.819,100,1.449,0.69,0.952
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1816.742,0.891,100,1.238,0.808,0.959
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1431.473,0.862,100,1.351,0.74,0.963
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,2172.119,0.851,100,1.189,0.841,0.952
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1502.88,0.691,100,2.395,0.418,0.923
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,2663.669,0.889,100,1.074,0.931,0.96
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1547.718,0.798,99.893,1.484,0.674,0.95
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,2359.771,0.818,100,1.61,0.621,0.95
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1898.113,0.77,100,1.492,0.67,0.943
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1210.608,0.691,100,1.922,0.52,0.929
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1135.879,0.781,100,1.608,0.622,0.94
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,3371.102,0.813,100,1.266,0.79,0.96
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,2291.685,0.835,99.928,1.27,0.787,0.955
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,876.819,0.888,100,1.316,0.76,0.949
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1751.977,0.723,100,1.846,0.542,0.934
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,3288.07,0.841,100,1.165,0.859,0.951
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1315.228,0.707,100,2.097,0.477,0.926
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1615.804,0.904,100,1.145,0.873,0.964
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1512.844,0.742,100,1.629,0.614,0.931
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1979.484,0.65,100,2.226,0.449,0.94
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1991.109,0.888,100,1.082,0.924,0.955
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1062.81,0.861,100,1.15,0.87,0.939
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1358.405,0.845,100,1.53,0.654,0.958
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,2422.876,0.729,100,1.704,0.587,0.942
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,850.248,0.873,100,1.247,0.802,0.936
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,664.257,0.592,100,3.129,0.32,0.912
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,815.375,0.389,100,5.202,0.192,0.801
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,526.423,0.729,100,1.299,0.77,0.938
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1951.254,0.599,100,2.797,0.358,0.913
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1034.58,0.703,100,1.969,0.508,0.937
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,383.608,0.635,100,2.451,0.408,0.885
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1453.061,0.878,100,1.277,0.783,0.945
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,2394.645,0.8,100,1.164,0.859,0.958
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,1074.435,0.604,100,2.35,0.426,0.904
Vochysia thyrsoidea,1,Vochysia thyrsoidea 1 - GC 4842 x5 011-1.tif,2773.271,0.027,100,5.776,0.173,0.223
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,1842.826,0.6,100,2.801,0.357,0.919
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,1532.35,0.759,100,1.543,0.648,0.94
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,2211.725,0.788,100,1.348,0.742,0.942
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,3433.598,0.681,100,1.778,0.562,0.908
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,3239.968,0.773,99.948,1.46,0.685,0.925
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,1776.057,0.687,100,1.767,0.566,0.93
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,2630.7,0.828,100,1.358,0.736,0.958
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,3430.26,0.867,99.854,1.121,0.892,0.963
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,3466.983,0.865,100,1.463,0.684,0.97
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,2216.732,0.58,100,2.423,0.413,0.926
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,1690.926,0.755,100,1.676,0.597,0.943
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,2069.84,0.581,100,2.48,0.403,0.916
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,1862.856,0.646,100,1.894,0.528,0.921
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,1932.964,0.767,100,1.263,0.792,0.917
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,3256.66,0.85,100,1.282,0.78,0.956
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,1133.405,0.806,100,1.353,0.739,0.925
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,4767.31,0.851,100,1.077,0.928,0.956
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,2376.978,0.804,100,1.122,0.891,0.937
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,2009.748,0.912,100,1.133,0.882,0.968
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,2812.646,0.593,100,2.029,0.493,0.92
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,4021.166,0.601,100,2.643,0.378,0.915
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,4990.986,0.725,99.967,1.427,0.701,0.951
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,3036.322,0.833,100,1.152,0.868,0.947
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,4647.126,0.784,100,1.265,0.79,0.953
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,2495.493,0.667,100,1.815,0.551,0.914
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,5328.17,0.797,99.875,1.235,0.81,0.959
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,4022.835,0.85,99.959,1.442,0.693,0.966
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,3754.09,0.826,100,1.126,0.888,0.958
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,2228.417,0.741,100,1.863,0.537,0.948
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,2979.569,0.723,99.944,1.313,0.762,0.949
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,3191.56,0.703,100,1.392,0.718,0.918
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,4960.94,0.848,99.832,1.197,0.835,0.958
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,1054.951,0.753,100,1.621,0.617,0.932
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,1655.872,0.838,100,1.224,0.817,0.945
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,3587.167,0.769,100,1.156,0.865,0.942
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,2866.061,0.817,100,1.155,0.866,0.949
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,1286.973,0.664,100,2.047,0.489,0.917
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,3480.337,0.855,99.52,1.252,0.799,0.964
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,4061.227,0.82,100,1.074,0.931,0.961
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,3750.751,0.888,100,1.15,0.87,0.966
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,894.705,0.761,100,1.297,0.771,0.901
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,3792.482,0.717,100,1.211,0.826,0.923
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,1872.872,0.873,100,1.256,0.796,0.954
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,4737.264,0.747,100,1.397,0.716,0.939
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,797.89,0.582,100,3.36,0.298,0.913
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 001-1.tif,4064.566,0.833,100,1.141,0.877,0.964
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,1101.689,0.816,100,1.127,0.887,0.93
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,2790.946,0.747,100,1.686,0.593,0.917
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,2295.186,0.776,100,1.415,0.707,0.945
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,1470.588,0.516,100,3.097,0.323,0.817
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,2375.309,0.639,100,2.339,0.427,0.938
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,3537.09,0.797,99.953,1.479,0.676,0.956
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,1862.856,0.812,100,1.187,0.842,0.931
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,2355.278,0.589,100,2.617,0.382,0.915
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,1146.758,0.559,100,2.997,0.334,0.887
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,2046.471,0.75,100,1.294,0.773,0.93
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,3717.367,0.804,100,1.5,0.667,0.957
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,2582.293,0.738,100,1.627,0.614,0.937
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,2705.816,0.745,99.938,1.523,0.657,0.943
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,2028.11,0.676,100,2.093,0.478,0.919
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,2730.854,0.79,100,1.346,0.743,0.944
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,2448.755,0.753,100,1.491,0.671,0.927
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,2388.663,0.731,99.93,1.505,0.664,0.945
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,557.522,0.765,99.701,1.451,0.689,0.904
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,3006.276,0.835,100,1.46,0.685,0.953
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,1802.764,0.667,100,1.849,0.541,0.929
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,1971.356,0.679,99.831,1.868,0.535,0.92
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,2445.416,0.727,100,1.455,0.687,0.935
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,2345.263,0.802,100,1.126,0.888,0.939
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,1961.341,0.757,100,1.392,0.718,0.903
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,1524.003,0.806,99.562,1.405,0.712,0.934
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,1295.319,0.613,100,2.5,0.4,0.908
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,1069.974,0.568,100,3.159,0.317,0.884
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,2310.209,0.702,99.928,1.671,0.598,0.949
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,3670.628,0.785,100,1.61,0.621,0.956
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,5990.853,0.697,100,1.523,0.657,0.925
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,2655.739,0.765,100,1.485,0.673,0.91
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,3138.145,0.778,100,1.085,0.922,0.938
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,1707.618,0.69,100,1.781,0.561,0.904
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,2069.84,0.732,100,1.545,0.647,0.939
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,2715.831,0.768,100,1.829,0.547,0.95
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,3538.759,0.797,100,1.282,0.78,0.957
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,3123.122,0.725,100,1.355,0.738,0.934
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,3004.607,0.729,100,1.942,0.515,0.964
Vochysia thyrsoidea,2,Vochysia thyrsoidea 2- GC 4842 x5 002-1.tif,4127.996,0.775,100,1.509,0.662,0.953
