ssp,indiv,Label,Length
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 014.tif,2.057
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 014.tif,3.467
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 014.tif,3.474
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 014.tif,2.793
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 014.tif,1.457
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 014.tif,2.506
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 015.tif,2.134
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 015.tif,1.709
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 015.tif,1.825
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 015.tif,2.07
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 015.tif,2.377
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 015.tif,2.002
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 015.tif,1.99
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 015.tif,2.191
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 015.tif,1.655
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 015.tif,1.823
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 016.tif,2.285
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 016.tif,2.247
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 016.tif,2.315
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 016.tif,2.298
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 016.tif,1.919
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 016.tif,2.116
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 016.tif,2.312
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 016.tif,1.895
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 016.tif,1.817
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 016.tif,2.054
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 029.tif,2.01
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 029.tif,2.866
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 029.tif,1.564
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 029.tif,2.768
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 029.tif,2.445
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 029.tif,2.368
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 029.tif,2.255
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 029.tif,2.585
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 029.tif,2.639
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 029.tif,2.447
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 029.tif,2.198
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 030.tif,2.732
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 030.tif,2.633
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 030.tif,3.178
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 030.tif,2.429
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 030.tif,2.44
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 030.tif,2.029
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 030.tif,2.254
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 030.tif,2.258
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 031.tif,2.607
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 031.tif,2.912
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 031.tif,2.523
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 031.tif,2.453
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 031.tif,2.575
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 031.tif,2.217
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 031.tif,2.57
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 031.tif,3.149
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 032.tif,1.767
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 032.tif,1.685
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 032.tif,2.068
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 032.tif,1.588
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 032.tif,2.103
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 032.tif,2.443
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 032.tif,2.47
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 032.tif,2.636
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 032.tif,2.191
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 032.tif,2.379
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 032.tif,2.639
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 032.tif,2.233
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 032.tif,1.689
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 032.tif,1.993
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 033.tif,3.408
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 033.tif,3.468
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 033.tif,2.505
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 033.tif,2.89
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 033.tif,2.632
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 033.tif,2.039
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 033.tif,2.376
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 034.tif,2.361
Phoradendeon perrotettii,Phoradendeon perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x100 034.tif,2.707
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 022 (escala errada).tif,0.835
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 022 (escala errada).tif,0.683
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 022 (escala errada).tif,0.919
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 022 (escala errada).tif,0.718
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 023 (escala errada).tif,0.835
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 023 (escala errada).tif,0.965
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 023 (escala errada).tif,0.966
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 023 (escala errada).tif,0.68
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 023 (escala errada).tif,1.125
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 023 (escala errada).tif,0.611
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,2.187
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.892
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,1.005
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.892
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,1.123
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.661
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.978
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,1.18
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,1.069
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.978
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.892
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.943
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.076
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.863
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.511
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.108
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.184
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.015
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.222
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.546
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,2.064
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.31
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.414
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.503
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,0.908
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.093
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.199
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,1.138
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.919
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.919
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.857
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.773
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,1.015
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,1.149
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,1.261
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.752
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.919
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 026.tif,1.035
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 026.tif,0.873
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 026.tif,1.292
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 031.tif,1.424
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 031.tif,3.211
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 031.tif,2.629
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 031.tif,3.503
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 031.tif,2.875
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 031.tif,3.698
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 031.tif,4.004
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 031.tif,4.406
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 031.tif,4.574
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 031.tif,4.282
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 031.tif,4.336
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 031.tif,2.634
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 031.tif,3.657
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 032.tif,2.934
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 032.tif,1.937
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 032.tif,4.335
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 032.tif,2.404
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 032.tif,0.827
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 032.tif,1.739
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 032.tif,1.937
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 032.tif,2.224
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 033.tif,2.386
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 033.tif,2.053
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 033.tif,1.508
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 033.tif,1.512
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 033.tif,2
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 033.tif,2.15
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 034.tif,3.072
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 034.tif,2.016
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 034.tif,2.32
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 034.tif,2.882
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 034.tif,2.146
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 034.tif,2.376
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 036.tif,2.904
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 036.tif,3.164
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 036.tif,3.065
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 036.tif,2.437
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 036.tif,3.699
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 036.tif,2.694
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 036.tif,3.96
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 036.tif,2.049
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 036.tif,3.095
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 036.tif,2.093
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 036.tif,1.997
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 037.tif,3.434
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 037.tif,4.247
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 037.tif,4.041
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 037.tif,3.309
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 037.tif,3.416
Populus nigra,Populus nigra 1,Populus nigra - VSB x100 037.tif,3.332
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,2.075
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,1.758
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,1.936
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,2.102
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,1.212
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,1.978
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,1.792
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,2.236
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,1.966
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,1.456
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,1.07
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,1.85
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,2.23
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,1.664
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,2
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,2.222
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,2.284
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,2.136
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,2.278
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,2.601
Populus nigra,Populus nigra 2,P.nigra_30005.tiff,2.08
Populus nigra,Populus nigra 2,P.nigra_30008.tiff,3.676
Populus nigra,Populus nigra 2,P.nigra_30008.tiff,3.328
Populus nigra,Populus nigra 2,P.nigra_30008.tiff,3.529
Populus nigra,Populus nigra 2,P.nigra_30008.tiff,2.846
Populus nigra,Populus nigra 2,P.nigra_30008.tiff,2.945
Populus nigra,Populus nigra 2,P.nigra_30008.tiff,2.989
Populus nigra,Populus nigra 2,P.nigra_30008.tiff,3.128
Populus nigra,Populus nigra 2,P.nigra_30008.tiff,2.737
Populus nigra,Populus nigra 2,P.nigra_30008.tiff,2.342
Populus nigra,Populus nigra 2,P.nigra_30008.tiff,4.04
Populus nigra,Populus nigra 2,P.nigra_30008.tiff,2.822
Populus nigra,Populus nigra 2,P.nigra_30008.tiff,2.985
Populus nigra,Populus nigra 2,P.nigra_30009.tiff,2.297
Populus nigra,Populus nigra 2,P.nigra_30009.tiff,1.64
Populus nigra,Populus nigra 2,P.nigra_30009.tiff,2.222
Populus nigra,Populus nigra 2,P.nigra_30009.tiff,1.943
Populus nigra,Populus nigra 2,P.nigra_30009.tiff,2.131
Populus nigra,Populus nigra 2,P.nigra_30009.tiff,1.705
Populus nigra,Populus nigra 2,P.nigra_30009.tiff,1.685
Populus nigra,Populus nigra 2,P.nigra_30009.tiff,1.956
Populus nigra,Populus nigra 2,P.nigra_30009.tiff,2.439
Populus nigra,Populus nigra 2,P.nigra_30009.tiff,1.654
Populus nigra,Populus nigra 2,P.nigra_30009.tiff,2.53
Populus nigra,Populus nigra 2,P.nigra_30009.tiff,2.21
Populus nigra,Populus nigra 2,P.nigra_30009.tiff,1.911
Populus nigra,Populus nigra 2,P.nigra_30009.tiff,2.586
Populus nigra,Populus nigra 2,P.nigra_30009.tiff,3.01
Populus nigra,Populus nigra 2,P.nigra_30009.tiff,2.173
Populus nigra,Populus nigra 2,P.nigra_30009.tiff,2.262
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,2.679
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,2.744
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,4.044
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,2.388
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,2.372
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,2.18
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,5.264
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,2.231
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,2.474
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,3.1
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,2.166
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,2.705
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,2.945
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,3.247
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,1.97
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,2.74
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,4.323
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,2.268
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,3.923
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,3.052
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,3.626
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,3.222
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,2.582
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,1.965
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,2.887
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,1.932
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,2.891
Populus nigra,Populus nigra 3,P.nigra_40013.tiff,3.303
Populus nigra,Populus nigra 3,P.nigra_40015.tiff,4.743
Populus nigra,Populus nigra 3,P.nigra_40015.tiff,4.201
Populus nigra,Populus nigra 3,P.nigra_40015.tiff,2.206
Populus nigra,Populus nigra 3,P.nigra_40015.tiff,2.236
Populus nigra,Populus nigra 3,P.nigra_40015.tiff,2.576
Populus nigra,Populus nigra 3,P.nigra_40015.tiff,5.757
Populus nigra,Populus nigra 3,P.nigra_40015.tiff,2.924
Populus nigra,Populus nigra 3,P.nigra_40015.tiff,3.03
Populus nigra,Populus nigra 3,P.nigra_40015.tiff,2.702
Populus nigra,Populus nigra 3,P.nigra_40015.tiff,4.015
Populus nigra,Populus nigra 3,P.nigra_40015.tiff,2.674
Populus nigra,Populus nigra 3,P.nigra_40015.tiff,2.233
Populus nigra,Populus nigra 3,P.nigra_40017.tiff,2.206
Populus nigra,Populus nigra 3,P.nigra_40017.tiff,3.351
Populus nigra,Populus nigra 3,P.nigra_40017.tiff,2.829
Populus nigra,Populus nigra 3,P.nigra_40017.tiff,2.41
Populus nigra,Populus nigra 3,P.nigra_40017.tiff,3.965
Populus nigra,Populus nigra 3,P.nigra_40017.tiff,3.445
Populus nigra,Populus nigra 3,P.nigra_40017.tiff,3.339
Populus nigra,Populus nigra 3,P.nigra_40017.tiff,2.698
Populus nigra,Populus nigra 3,P.nigra_40017.tiff,3.269
Populus nigra,Populus nigra 3,P.nigra_40017.tiff,3.694
