ssp,indiv,Label,Area,Circ.,X.Area,AR,Round,VesselDiameter,parasitism
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,366.942,0.486,100,4.009,0.249,26.7083366760268,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5071.074,0.911,100,1.129,0.885,135.937462297926,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,1861.157,0.861,100,1.557,0.642,80.0613808774243,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5818.182,0.882,100,1.196,0.836,143.270883629578,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3768.595,0.871,100,1.249,0.801,114.58527383569,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3831.405,0.763,100,1.085,0.921,108.136247669318,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3867.769,0.884,100,1.182,0.846,116.94627477607,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3649.587,0.78,100,1.409,0.71,106.708534991349,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3983.471,0.898,100,1.132,0.884,119.61867676914,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4647.934,0.856,100,1.185,0.844,126.152788379806,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2485.95,0.868,100,1.172,0.853,92.9043508130809,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3385.124,0.89,100,1.131,0.884,109.777235527226,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,1970.248,0.782,100,1.653,0.605,78.5043676746715,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4766.942,0.798,100,1.347,0.743,123.353471228012,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,528.926,0.726,100,2.23,0.448,39.1918499690943,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4479.339,0.878,100,1.227,0.815,125.425031664337,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,6849.587,0.898,100,1.055,0.948,156.855718748154,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2039.669,0.848,100,1.521,0.657,83.1778651324978,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5299.174,0.904,100,1.015,0.985,138.426201219278,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5414.876,0.842,100,1.162,0.861,135.045556639232,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3170.248,0.843,100,1.533,0.652,103.392824973496,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,1451.24,0.871,100,1.406,0.711,71.1064002745182,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3319.008,0.904,100,1.204,0.83,109.551508104635,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2009.917,0.806,100,1.612,0.62,80.4982758076221,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4380.165,0.852,100,1.238,0.808,122.178567351234,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4304.132,0.879,100,1.156,0.865,123.017592693078,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5200,0.87,100,1.018,0.982,134.521373766402,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4390.083,0.849,100,1.261,0.793,122.101277094058,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,6195.041,0.814,100,1.673,0.598,142.024834081931,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4803.306,0.801,100,1.367,0.732,124.055602146779,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4350.413,0.83,100,1.19,0.84,120.180577299329,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,942.149,0.732,100,2.065,0.484,52.5224930101381,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5080.992,0.869,100,1.192,0.839,132.896682396514,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4760.331,0.838,100,1.388,0.72,126.319553165771,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4069.421,0.872,100,1.196,0.836,119.139164207241,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2776.86,0.748,100,1.9,0.526,91.1502337901555,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,1123.967,0.581,100,2.554,0.391,51.1087009030752,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5947.107,0.896,100,1.213,0.824,145.994628284742,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2419.835,0.741,100,1.759,0.568,84.6899695359492,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,7471.074,0.836,100,1.306,0.766,158.060973855028,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,406.612,0.578,100,3.212,0.311,30.6608373010262,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4178.512,0.36,100,1.126,0.888,77.5696930508301,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,6247.934,0.868,100,1.212,0.825,147.284849349823,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,7123.967,0.869,100,1.167,0.857,157.362350300191,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4152.066,0.885,100,1.083,0.923,121.236601898932,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,7289.256,0.87,100,1.133,0.883,159.268989071947,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,6109.091,0.845,100,1.173,0.853,143.696651248385,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,7057.851,0.872,100,1.166,0.858,156.900555410107,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,1193.388,0.777,100,1.7,0.588,60.9019696233217,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5395.041,0.778,100,1.014,0.986,129.573792072317,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4558.678,0.835,100,1.201,0.833,123.393616204405,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,621.488,0.755,100,2.07,0.483,43.3231319274126,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,7299.174,0.895,100,1.043,0.959,161.650991088827,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5064.463,0.812,100,1.332,0.751,128.255120069337,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4373.554,0.799,100,1.347,0.743,118.228078661543,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4555.372,0.864,100,1.276,0.784,125.472569241249,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,6261.157,0.891,100,1.169,0.855,149.381269066774,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2598.347,0.874,100,1.189,0.841,95.3090820016645,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,8231.405,0.845,100,1.223,0.818,166.799726918242,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4085.95,0.839,100,1.132,0.883,117.100163108341,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5434.711,0.876,100,1.15,0.869,137.997200493343,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5689.256,0.866,100,1.182,0.846,140.383698426847,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,6069.421,0.88,100,1.211,0.826,146.165529178394,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,135.537,0.251,100,8.294,0.121,11.6652967386175,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2985.124,0.89,100,1.265,0.79,103.087542603362,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5266.116,0.748,100,1.341,0.746,125.523778910611,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,297.521,0.772,100,2.247,0.445,30.3108041463766,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,6082.645,0.815,100,1.375,0.727,140.81698299566,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3725.62,0.843,100,1.256,0.796,112.083855394075,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,6105.785,0.845,100,1.442,0.693,143.657764496041,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,155.372,0.704,100,2.364,0.423,20.9171592717558,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,6366.942,0.875,100,1.065,0.939,149.279258438673,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4211.57,0.728,100,1.405,0.712,110.743360252432,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4948.76,0.851,100,1.184,0.844,129.7905198387,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,6684.298,0.877,100,1.2,0.833,153.129087321776,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,7279.339,0.868,100,1.063,0.941,158.977561334926,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5781.818,0.896,100,1.035,0.966,143.951504722945,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,8528.926,0.25,100,1.652,0.605,92.3521845978751,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4558.678,0.851,100,1.19,0.84,124.570220807382,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3018.182,0.831,100,1.393,0.718,100.162053533262,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,6267.769,0.864,100,1.052,0.951,147.178156205328,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2105.785,0.724,100,1.453,0.688,78.091954515174,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4244.628,0.911,100,1.143,0.875,124.368100540291,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3676.033,0.885,100,1.187,0.843,114.075224391627,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2869.421,0.749,100,1.633,0.612,92.7188509204035,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,634.711,0.746,100,1.893,0.528,43.5198532166642,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3742.149,0.865,100,1.3,0.77,113.78855627874,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,961.983,0.63,100,2.816,0.355,49.2361367290327,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,707.438,0.839,100,1.492,0.67,48.7253725280782,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3368.595,0.854,100,1.144,0.874,107.271247405817,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,314.05,0.862,100,1.58,0.633,32.9066011614691,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,7576.86,0.89,100,1.084,0.923,164.236480722159,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2466.116,0.524,100,1.755,0.57,71.8956127729641,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,310.744,0.658,100,2.772,0.361,28.5985700341818,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,6423.14,0.914,100,1.154,0.867,153.24163872786,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,231.405,0.826,100,1.936,0.516,27.6507164464142,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5246.281,0.865,100,1.061,0.942,134.729849179757,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,1781.818,0.839,100,1.503,0.665,77.3290450477697,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,452.893,0.864,100,1.586,0.631,39.5625859619919,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4657.851,0.847,100,1.244,0.804,125.621650952374,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2271.074,0.844,100,1.422,0.703,87.5622397155304,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2598.347,0.86,100,1.034,0.968,94.5426553466741,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,489.256,0.736,100,2.186,0.457,37.9522023603374,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3385.124,0.895,100,1.183,0.845,110.085166666541,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2684.298,0.847,100,1.12,0.893,95.3645721638806,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3867.769,0.914,100,1.195,0.837,118.914101199143,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2029.752,0.802,100,1.529,0.654,80.6935215243455,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,462.81,0.703,100,2.214,0.452,36.0752230762334,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,647.934,0.764,100,1.621,0.617,44.4981606810888,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3209.917,0.791,100,1.512,0.662,100.777861596682,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,482.645,0.795,100,1.73,0.578,39.176665248589,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3990.083,0.877,100,1.144,0.874,118.309810091978,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2922.314,0.875,100,1.162,0.86,101.134064488678,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,1080.992,0.706,100,2.41,0.415,55.2514380627328,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4148.76,0.851,100,1.237,0.808,118.837616266904,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3064.463,0.88,100,1.054,0.949,103.860048911985,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3695.868,0.757,100,1.561,0.641,105.787940257857,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5543.802,0.879,100,1.077,0.929,139.613780953028,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,565.289,0.762,100,2.058,0.486,41.5090456647705,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,9669.421,0.502,100,1.71,0.585,139.342015802844,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2357.025,0.834,100,1.245,0.803,88.6737582377109,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4561.983,0.854,100,1.245,0.803,124.834826582969,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,459.504,0.549,100,3.165,0.316,31.7658745196791,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4416.529,0.862,100,1.296,0.772,123.402560718974,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4968.595,0.917,100,1.027,0.973,134.999283183282,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4390.083,0.879,100,1.125,0.889,124.239815791879,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2175.207,0.841,100,1.341,0.746,85.5417813001343,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5014.876,0.886,100,1.148,0.871,133.314367357761,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,1960.331,0.863,100,1.267,0.789,82.262157837003,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3633.058,0.849,100,1.205,0.83,111.075942345766,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,244.628,0.954,100,1.244,0.804,30.55323956637,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2856.198,0.827,100,1.544,0.648,97.2023815757618,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,7596.694,0.877,100,1.208,0.828,163.245834715621,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,6330.579,0.87,100,1.126,0.888,148.426463004412,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,1209.917,0.871,100,1.594,0.628,64.9257331726027,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,1011.57,0.508,100,1.253,0.798,45.337735276478,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,1689.256,0.767,100,1.734,0.577,71.9905369336832,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,1791.736,0.862,100,1.208,0.828,78.5996547575115,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4419.835,0.874,100,1.184,0.844,124.305040766656,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2578.512,0.519,100,1.371,0.729,73.1641367884567,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,6128.926,0.858,100,1.133,0.883,145.032665396455,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,1537.19,0.809,100,1.55,0.645,70.5290496178702,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2819.835,0.66,100,2.27,0.441,86.280730177717,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,350.413,0.631,100,2.867,0.349,29.7395765269111,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3907.438,0.863,100,1.131,0.884,116.139898295116,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,1057.851,0.458,100,3.693,0.271,44.0225286870257,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5523.967,0.875,100,1.048,0.955,139.046339398058,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,6350.413,0.859,100,1.209,0.827,147.716008164315,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,664.463,0.651,100,2.501,0.4,41.5964139319726,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3054.545,0.813,100,1.079,0.927,99.6663450719449,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5742.149,0.859,100,1.105,0.905,140.463603698609,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5233.058,0.811,100,1.075,0.93,130.292133883823,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4221.488,0.843,100,1.281,0.781,119.30992220264,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5467.769,0.856,100,1.255,0.797,136.827047969325,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3923.967,0.861,100,1.438,0.695,116.250343431751,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5315.702,0.884,100,1.149,0.87,137.099680057978,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3609.917,0.884,100,1.25,0.8,112.980823647201,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,436.364,0.729,100,2.168,0.461,35.6712408531018,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,1375.207,0.845,100,1.544,0.648,68.1777064735974,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,1249.587,0.254,100,1.296,0.772,35.6311716338377,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5434.711,0.88,100,1.087,0.92,138.311903753798,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,7395.041,0.847,100,1.284,0.779,158.285813982176,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3411.57,0.831,100,1.346,0.743,106.489711615724,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4280.992,0.837,100,1.218,0.821,119.71951059038,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3606.612,0.857,100,1.238,0.808,111.191123458665,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,1752.066,0.762,100,1.808,0.553,73.0773368972899,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,4608.264,0.839,100,1.419,0.704,124.359695979043,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,7104.132,0.852,100,1.547,0.646,155.598463539972,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,6327.273,0.827,100,1.311,0.763,144.674182506762,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5576.86,0.888,100,1.207,0.828,140.744473141932,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,3004.959,0.814,100,1.24,0.807,98.9148447099827,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,6138.843,0.88,100,1.263,0.792,146.999072650136,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,7732.231,0.909,100,1.042,0.96,167.673468133751,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,1943.802,0.787,100,1.898,0.527,78.2246041600723,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,2826.446,0.8,100,1.456,0.687,95.1032449498964,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 008-1.tif,5914.05,0.86,100,1.212,0.825,142.633558463638,Host
