ssp,label,pic,PitOpening,PitDiameter,parasitism
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 031.tif,2.1651,3.6127,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 031.tif,2.3135,3.45044,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,1.8963,3.61606,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.1595,2.69962,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,1.484,2.9379,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,1.1669,2.5718,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,1.5078,3.11409,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,1.4938,3.84118,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.1357,3.43329,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.0188,4.13196,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,1.9656,4.3113,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,1.596,2.91039,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,1.9782,2.5718,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,1.995,2.35277,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.6705,3.0114,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,1.8067,2.59077,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,1.9068,2.63746,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.0272,3.47102,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,1.9656,3.39185,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.4269,3.30435,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,1.8473,3.07062,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.2757,3.50952,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,1.7367,2.64362,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,1.351,3.65218,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.5739,3.50168,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,1.624,4.09437,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,1.9474,3.45044,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,1.428,3.61186,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,1.6849,3.40984,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,0.9898,3.59604,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,2.2365,2.66511,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,2.0468,2.89989,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,1.6114,3.12095,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,2.1889,3.25591,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,2.0125,3.12879,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,2.2904,3.12452,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,2.3205,3.29294,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,2.296,2.85495,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,1.3874,3.08385,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,1.8452,3.29602,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,1.9376,3.52142,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,2.1868,2.83388,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,2.0622,2.84067,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,2.38,2.8777,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,2.1154,3.3432,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,2.2631,3.33039,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,1.8774,3.4643,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,1.8774,3.15147,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 028.tif,1.7913,3.38373,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 028.tif,2.0097,3.02253,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 028.tif,2.1952,2.80609,Host
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 028.tif,2.1154,3.38618,Host
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 022 (escala errada).tif,0.5845,1.35639,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 022 (escala errada).tif,0.4781,1.8319,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 022 (escala errada).tif,0.6433,1.80509,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 022 (escala errada).tif,0.5026,1.30907,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 023 (escala errada).tif,0.5845,1.57962,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 023 (escala errada).tif,0.6755,1.30907,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 023 (escala errada).tif,0.6762,1.8319,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 023 (escala errada).tif,0.476,1.80509,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 023 (escala errada).tif,0.7875,1.91394,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 023 (escala errada).tif,0.4277,2.00333,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,1.5309,1.84961,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.6244,1.90813,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.7035,1.81853,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.6244,1.92878,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.7861,1.84079,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.4627,1.78752,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.6846,1.80957,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.826,1.80957,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.7483,1.7801,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.6846,1.75189,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.6244,1.84961,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.3601,1.77268,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,0.7532,1.75189,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.3041,1.6303,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.0577,1.86004,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,0.7756,1.6982,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,0.8288,1.52649,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,0.7105,1.66915,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,0.8554,1.80677,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.0822,1.46111,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.4448,1.67888,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,0.917,1.63408,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,0.9898,1.6247,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.0521,2.18834,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,0.6356,2.55871,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,0.7651,2.0545,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,0.8393,1.76463,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.7966,2.56032,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.6433,3.08616,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.6433,2.86741,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.5999,2.4955,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.5411,2.53995,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.7105,2.89604,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.8043,2.41171,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.8827,2.46267,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.5264,2.34976,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.6433,2.43313,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 026.tif,0.7245,2.51664,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 026.tif,0.6111,2.52791,Parasite
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 026.tif,0.9044,1.97057,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.0052,2.08985,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.1102,1.88447,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.1865,1.6982,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.2712,1.45761,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,0.9254,1.4266,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,0.4844,1.96952,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,0.6741,1.62659,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,0.8729,1.36535,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,0.8092,1.97316,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,0.8393,2.43775,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,0.8141,1.64647,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,0.7679,2.0321,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,0.5124,2.16587,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.2656,1.84961,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,0.8645,2.17294,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,0.9037,2.14368,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.0339,2.29187,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.0339,2.00991,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,0.945,1.94824,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,0.9002,2.27185,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.1382,1.93984,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,0.9086,1.58151,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,1.4896,1.22136,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,0.7189,1.54441,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,0.7245,1.72907,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,1.127,1.51312,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,1.4938,2.08985,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,1.1683,1.80957,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,0.8099,1.84961,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,0.7259,1.63968,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,0.7413,2.12219,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,0.9037,1.66978,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,0.6293,1.80453,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,0.5124,1.21891,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,1.0521,1.53447,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,0.5558,2.03455,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,0.9387,1.39923,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,0.8729,1.63408,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,0.7693,1.88447,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,0.8204,1.93774,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,0.6111,1.81349,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 021.tif,0.6048,1.92878,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 021.tif,0.5726,1.92878,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 021.tif,0.5999,2.16776,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 021.tif,0.5761,2.40156,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 021.tif,0.7203,1.86935,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 021.tif,0.7021,1.89686,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 022.tif,0.6328,1.63408,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 022.tif,0.6258,1.75189,Parasite
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 022.tif,0.889,1.91506,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.6846,1.7738,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.4242,1.75189,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.9268,1.7801,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.4515,1.80509,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.4046,1.89364,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.4067,1.5988,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.4515,1.87642,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.5124,1.67468,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.5264,1.82469,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.5845,1.86333,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.5656,1.58921,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.3766,1.62659,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.4501,1.71668,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.3927,1.5365,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.3381,1.22136,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.3822,1.58151,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.4277,1.35639,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.4144,1.41008,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.658,1.4014,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.6111,1.31138,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.5656,1.39923,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.6552,1.53447,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.7875,1.27036,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.861,1.55036,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.5621,2.6033,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.5124,2.04806,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.4067,1.51249,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.5901,2.34976,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.6433,2.07963,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.4928,2.07963,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.3402,1.72375,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.5292,1.9404,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.6755,1.40504,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.7896,1.7801,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.4291,1.71962,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.7497,1.76001,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.7224,1.89525,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.6804,1.99773,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.7315,1.24145,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.6293,2.25561,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.9814,1.98499,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.6755,2.13752,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.4046,1.4007,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.7203,1.35716,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.6293,2.17714,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.7315,2.51419,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.7532,1.94453,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.9478,1.63408,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.945,2.4955,Parasite
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 027.tif,1.3041,1.65445,Parasite
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.2918,4.76273,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,1.6891,3.93078,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.0909,3.85763,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,1.6576,3.81626,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.0272,4.52949,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.0279,4.52949,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.8777,4.96321,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.1364,4.69196,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.2673,3.79379,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.5935,3.74542,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.3387,4.43506,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.3982,3.97222,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.0307,3.81115,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.2316,3.79379,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,1.6359,2.90444,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.1868,2.98291,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,1.9782,4.00792,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,1.8697,3.40263,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,2.562,3.61914,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,2.5508,3.35328,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,3.1738,2.85103,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,2.2176,3.36868,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,2.1182,2.90199,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,2.3856,4.16234,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,1.9845,3.27341,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,2.6278,3.0114,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,2.7146,3.02393,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,2.5942,3.48803,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,2.6894,3.53724,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,2.7594,3.30092,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,2.3856,3.37505,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,1.8921,3.43329,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,2.1245,3.30834,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,1.6849,2.98291,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,2.0545,2.68604,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,2.3891,3.03898,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,2.1889,2.92222,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,2.2036,3.04402,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 033.tif,0.1799,3.02253,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 033.tif,2.0272,3.39815,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 033.tif,2.3478,3.07958,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 033.tif,2.0622,3.45814,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 033.tif,1.9859,3.37505,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 033.tif,1.6205,3.02253,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 034.tif,2.5235,2.70711,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 034.tif,2.5683,2.85103,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 034.tif,3.3271,2.84529,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 034.tif,2.1168,2.54079,Host
