ssp,label,pic,PitOpening,PitDiameter
Struthanthus rhynchophyllus,Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus - VSB27 x100 030.tif,1.092,2.7098
Struthanthus rhynchophyllus,Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus - VSB27 x100 030.tif,1.164,3.0297
Struthanthus rhynchophyllus,Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus - VSB27 x100 033.tif,1.261,
Struthanthus rhynchophyllus,Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus - VSB27 x100 033.tif,0.978,3.2281
Struthanthus rhynchophyllus,Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus - VSB27 x100 033.tif,1.279,3.1586
Struthanthus rhynchophyllus,Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus - VSB27 x100 033.tif,1.163,3.2874
Struthanthus rhynchophyllus,Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus - VSB27 x100 033.tif,1.163,3.0934
Struthanthus rhynchophyllus,Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus - VSB27 x100 033.tif,0.899,3.0297
Struthanthus rhynchophyllus,Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus - VSB27 x100 033.tif,1.421,3.223
Struthanthus rhynchophyllus,Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus - VSB27 x100 033.tif,1.035,3.1586
Struthanthus rhynchophyllus,Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus - VSB27 x100 033.tif,1.341,2.8386
Struthanthus rhynchophyllus,Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus - VSB27 x100 033.tif,1.172,3.0481
Struthanthus rhynchophyllus,Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus - VSB27 x100 033.tif,1.418,2.388
Struthanthus rhynchophyllus,Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus - VSB27 x100 033.tif,1.426,3.1102
Struthanthus rhynchophyllus,Struthanthus rhynchophyllus 3,Struthanthus rhynchophyllus - VSB27 x100 033.tif,1.413,2.719
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 028.tif,,7.2364
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 028.tif,2.709,6.6493
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 028.tif,3.623,6.3962
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 028.tif,2.897,6.0583
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 028.tif,2.7,5.6161
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 028.tif,2.652,6.3424
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 028.tif,2.636,5.6128
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 028.tif,3.403,5.882
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 028.tif,2.892,6.0583
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 028.tif,2.556,5.6202
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,3.578,5.6892
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,,5.3491
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,3.305,6.2676
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,3.305,6.0799
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,,6.839
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,2.745,6.006
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,2.803,7.8076
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,2.85,6.5764
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,,5.9347
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,2.187,6.058
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,2.305,6.1309
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,2.217,6.0993
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,2.056,5.6713
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,1.95,5.4151
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,2.971,5.4151
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,2.319,6.9677
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,2.251,5.417
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,3.317,4.662
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,2.505,4.1246
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,2.837,4.5338
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,2.305,6.1563
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,1.849,5.8006
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,2.091,5.8059
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,1.909,4.642
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 031.tif,2.184,5.7361
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 031.tif,1.995,8.2343
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 031.tif,2.187,5.5458
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 031.tif,2.343,5.7372
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 031.tif,2.312,5.9347
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 031.tif,2.071,5.2202
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 031.tif,2.128,5.8678
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 031.tif,2.441,6.363
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 032.tif,2.183,5.3553
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 032.tif,2.843,5.5428
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 032.tif,3.344,6.7037
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 032.tif,2.825,5.2578
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 032.tif,2.368,5.9949
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 032.tif,2.056,5.9323
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 032.tif,2.481,4.9628
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 032.tif,2.326,6.6408
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,3.178,4.3223
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,2.481,4.1895
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,3.162,3.9318
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,3.337,3.1586
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,2.243,3.0995
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,2.481,3.2223
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,2.726,3.4181
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,2.652,3.0352
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,2.734,3.674
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,3.601,3.936
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,3.66,3.4163
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,2.389,3.869
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,2.953,3.8716
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,2.251,4.0607
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,2.652,3.5592
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,3.426,3.8802
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 027.tif,2.315,3.9397
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 027.tif,2.569,3.9957
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 027.tif,2.154,4.111
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 027.tif,1.888,4.3256
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 027.tif,2.154,3.0399
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 027.tif,2.103,3.6786
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 027.tif,2.724,4.1567
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 027.tif,3.037,4.2133
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,2.639,3.5592
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,2.305,4.3352
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,2.233,3.8024
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,2.7,3.223
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,2.645,4.9085
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,3.02,5.1173
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,2.581,5.1622
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,2.399,4.6563
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,2.695,4.7328
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,2.376,4.5228
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,2.315,4.4543
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 030.tif,,4.2069
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 030.tif,3.199,4.0144
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 030.tif,3.051,4.7904
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 030.tif,3.042,4.3843
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 030.tif,3.388,4.642
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 030.tif,2.461,5.6368
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 030.tif,2.664,5.7416
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 030.tif,2.726,4.8352
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 031.tif,2.821,4.3824
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 031.tif,2.383,4.451
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 031.tif,1.826,5.4784
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 031.tif,2.194,6.4563
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 031.tif,1.637,6.9033
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 031.tif,1.482,5.8703
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 031.tif,1.489,4.642
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,2.443,4.5762
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,2.761,4.8352
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,1.991,4.5798
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,2.645,4.3184
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,2.47,5.1173
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,2.443,4.9085
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,2,5.6305
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,2.407,5.5424
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,1.61,4.4468
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,2.134,5.2882
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,2.825,3.8754
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,2.602,3.6938
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,,4.6442
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,2.007,4.6473
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,1.995,4.6473
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,2.059,4.191
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,2.154,5.8774
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,2.183,5.7358
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,2.056,6.2567
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,1.546,5.6069
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,1.734,6.3802
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,2.206,5.095
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,1.926,5.4139
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,2.056,6.3919
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,1.526,7.0274
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,1.87,6.2633
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,2.315,6.4498
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,1.729,5.6772
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,1.799,5.1015
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,1.738,5.9967
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,2.073,6.2914
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,1.744,6.8958
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,2.103,6.0022
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,1.93,6.3802
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,2.03,5.0471
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,1.808,6.4563
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,1.827,4.7691
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,,5.4273
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,1.97,5.095
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,1.729,5.6845
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,1.932,5.3553
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,2.337,
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,2.103,5.6128
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,1.752,5.4814
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,3.052,5.438
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,2.166,7.0918
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,1.964,5.5086
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,2.386,5.4047
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,2.326,4.3942
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,2.533,6.5849
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,2.54,4.898
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,2.18,6.006
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.964,4.271
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.901,4.254
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.617,4.8352
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.866,5.2882
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.826,4.3866
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.826,4.6402
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,,5.6102
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.674,4.4636
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.97,4.773
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,2.011,5.106
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.586,5.6717
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,2.28,5.0913
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,2.091,5.6713
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,2.315,5.6069
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,2.315,5.2882
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,2.851,4.776
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,2.896,4.7691
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,2.059,5.5664
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,2.319,4.8997
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,1.744,5.0268
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,1.991,5.6305
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,2.915,5.6128
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,2.597,5.8131
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,2.218,5.2909
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,2.768,5.4273
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,1.97,5.9574
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,2.971,5.4231
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,2.837,5.9417
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,2.797,5.0306
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,2.892,4.8763
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,2.971,4.8661
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,2.745,4.949
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,3.106,4.8421
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,3.072,5.7155
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,3.112,4.8609
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,2.808,5.3039
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,1.624,4.9641
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,2.805,5.0929
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,2.726,6.7669
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,2.517,6.3962
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 027.tif,,
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 027.tif,,5.8006
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 027.tif,3.838,4.5117
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 027.tif,,4.898
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 027.tif,,4.7064
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 027.tif,,4.7708
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 027.tif,,4.5775
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 027.tif,3.006,4.7708
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,3.099,5.6713
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,3.93,5.3039
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,2.987,5.6102
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,3.149,5.3495
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,3.213,5.8131
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,2.481,6.3368
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,2.652,5.4139
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,2.901,5.2266
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,3.468,5.1658
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,2.585,4.8339
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,3.412,5.2266
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,3.221,4.8442
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,3.082,5.285
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,2.843,5.3506
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,2.96,5.2218
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,3.083,5.964
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,3.085,5.7488
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,2.71,5.2202
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,3.921,4.3824
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,2.709,5.4135
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,3.088,5.5626
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,3.114,5.5484
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,2.803,5.4916
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,3.546,5.5424
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,3.21,5.7535
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,3.211,5.1815
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,4.043,5.3588
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,3.085,5.1959
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,3.642,5.0273
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 029.tif,3.317,5.9323
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 029.tif,3.632,6.1634
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 029.tif,3.623,5.7448
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 029.tif,3.578,6.3158
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 029.tif,2.581,5.8006
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 029.tif,3.477,5.8678
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 029.tif,3.157,6.3806
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 029.tif,2.987,5.7129
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 029.tif,3.162,5.5608
