Label,ssp,indiv,HydraulicDiameter,VesselDensity,VesselFraction,Kmax,parasitism
Tapirira guianensis1 - GC4841 x5 009-1.tif,Tapirira guianensis,Tapirira guianensis 1,118.465863601452,35.2672388769127,13.9,169.837702187828,Host
Tapirira guianensis1 - GC4841 x5 010-1.tif,Tapirira guianensis,Tapirira guianensis 1,120.366468892986,34.6739249231188,13.47,177.956900113377,Host
Tapirira guianensis1 - GC4841 x5 011-1.tif,Tapirira guianensis,Tapirira guianensis 1,118.163081887958,33.5038554521096,12.57,159.702520934466,Host
Tipuana tipu - VSB25 x10 001-1.tif,Tipuana tipu,Tipuana tipu 1,87.212848600591,54.6842637057818,10.69,77.3524375181202,Host
Tipuana tipu - VSB25 x10 002-1.tif,Tipuana tipu,Tipuana tipu 1,96.0866879628103,50.1381377911571,12.15,104.498688981915,Host
Tipuana tipu - VSB25 x10 003-1.tif,Tipuana tipu,Tipuana tipu 1,113.173717137067,43.3070077498695,17.58,173.712170194509,Host
Tipuana tipu - VSB25 x10 004-1.tif,Tipuana tipu,Tipuana tipu 1,114.960878931096,33.0528531371224,14.47,141.155889500614,Host
Tipuana tipu - VSB25 x10 005-1.tif,Tipuana tipu,Tipuana tipu 1,131.415927091103,34.1791689784042,16.05,249.254644215614,Host
Tipuana tipu - VSB25 x10 006-1.tif,Tipuana tipu,Tipuana tipu 1,94.5287831481897,41.0042467088844,11.22,80.0524917013714,Host
Tipuana tipu - VSB25 x10 007-1.tif,Tipuana tipu,Tipuana tipu 1,103.737156058509,27.3337430930077,11.09,77.3973704675557,Host
Tipuana tipu - VSB25 x10 008-1.tif,Tipuana tipu,Tipuana tipu 1,96.7279529927494,41.0046392577188,15.13,87.7668943376833,Host
Tipuana tipu - VSB25 x10 009-1.tif,Tipuana tipu,Tipuana tipu 1,102.848119151246,39.8922676840741,13.76,109.134958379269,Host
Tipuana tipu - VSB25 x10 010-1.tif,Tipuana tipu,Tipuana tipu 1,76.9452945773803,70.635742681214,14.65,60.540015723194,Host
