ssp,indiv,pic,Area,Circ.,X.Area,AR,Round,Solidity,VesselDiameter
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3544.94405,0.899,100,1.061,0.943,0.963,67.1830555150153
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,8787.65915,0.28,98.918,2.094,0.478,0.776,105.77710118657
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,7735.04155,0.876,100,1.195,0.837,0.962,99.2399152641192
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5191.7808,0.814,99.608,1.446,0.691,0.954,81.3042472577956
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5650.17925,0.88,97.356,1.325,0.755,0.97,84.8176376465536
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4892.97485,0.802,99.931,1.155,0.865,0.953,78.9298997238347
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2746.9918,0.828,99.753,1.269,0.788,0.942,59.1403296306609
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4023.7154,0.85,98.059,1.437,0.696,0.955,71.5762080864854
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1477.05985,0.84,100,1.374,0.728,0.933,43.366473351664
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,11663.68205,0.393,99.01,2.644,0.378,0.89,121.86328907131
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2743.597,0.848,100,1.338,0.747,0.936,59.1037747966808
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2217.2882,0.863,100,1.418,0.705,0.951,53.133219536507
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3059.3831,0.783,100,1.553,0.644,0.941,62.4125591961622
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,655.3399,0.809,85.492,1.662,0.602,0.904,28.8860636972708
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5164.6183,0.852,99.737,1.223,0.818,0.956,81.0912834589692
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,7409.069,0.845,100,1.283,0.779,0.957,97.1263076641515
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5690.9271,0.869,100,1.188,0.842,0.957,85.122931281324
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4516.07005,0.838,100,1.15,0.869,0.951,75.82901143002
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4808.0864,0.854,98.941,1.268,0.788,0.951,78.242224782935
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,325.97255,0.899,100,1.479,0.676,0.91,20.3725585324514
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4567.0023,0.815,100,1.481,0.675,0.957,76.2554124587655
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4220.65685,0.856,100,1.346,0.743,0.959,73.3069383222171
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4702.823,0.842,100,1.566,0.639,0.966,77.3810068136235
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3293.6735,0.874,100,1.353,0.739,0.957,64.7582840078879
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5347.97645,0.894,100,1.29,0.775,0.976,82.5182107201336
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4505.88155,0.842,100,1.274,0.785,0.957,75.7434259414807
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2247.84755,0.804,100,1.256,0.796,0.945,53.4981157723901
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5429.4701,0.832,98.874,1.522,0.657,0.961,83.144549059317
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4774.1302,0.814,100,1.237,0.808,0.949,77.9654497989615
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5704.50835,0.798,100,1.276,0.784,0.943,85.2244425883322
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5161.22145,0.859,93.421,1.264,0.791,0.955,81.0646115717294
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5168.0131,0.78,99.934,1.354,0.738,0.939,81.1179304878358
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1303.88815,0.783,100,1.464,0.683,0.925,40.7450850347815
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,536.49525,0.882,100,1.493,0.67,0.932,26.1359325041709
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3599.27315,0.827,100,1.233,0.811,0.953,67.6959149940637
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5072.9382,0.661,99.933,1.208,0.828,0.936,80.3683116920943
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1623.06905,0.768,100,1.537,0.651,0.927,45.4593851508765
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3724.9074,0.851,100,1.235,0.81,0.97,68.8672592902944
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2859.0448,0.855,100,1.225,0.816,0.966,60.3344752154971
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3752.07195,0.601,99.729,2.301,0.435,0.955,69.1179165009448
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2567.02845,0.718,100,1.918,0.521,0.966,57.1702906674455
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1945.64475,0.717,100,1.756,0.569,0.953,49.7721994260487
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,546.6817,0.827,100,1.726,0.579,0.931,26.3828876134332
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,30.55935,0.34,100,9,0.111,1,6.23773780159142
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,2879.4177,0.836,100,1.21,0.826,0.96,60.5490584687357
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1646.83675,0.825,100,1.71,0.585,0.966,45.7910217599819
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,2471.95355,0.804,100,1.831,0.546,0.96,56.1015954551069
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,4302.1505,0.765,99.842,1.795,0.557,0.95,74.0112703850039
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,5280.0661,0.892,99.743,1.044,0.957,0.963,81.9926152609829
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,3032.21855,0.869,100,1.359,0.736,0.954,62.1348578990853
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,5242.7151,0.851,99.806,1.319,0.758,0.955,81.7020941414611
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,3707.93135,0.827,100,1.471,0.68,0.941,68.7101508074552
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,7286.82955,0.904,100,1.041,0.961,0.97,96.3217500817169
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1331.0527,0.823,100,1.66,0.602,0.939,41.1673284749753
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,2003.36865,0.874,100,1.41,0.709,0.949,50.5051303123029
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,5334.3952,0.507,98.918,1.497,0.668,0.861,82.4133661239816
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,3830.1708,0.802,100,1.615,0.619,0.951,69.8335515755136
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,3738.4907,0.876,100,1.302,0.768,0.959,68.9927111865061
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,5089.9163,0.854,99.933,1.364,0.733,0.952,80.5026876107381
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,4916.74255,0.873,100,1.223,0.818,0.96,79.1213690853615
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,5426.07325,0.821,100,1.44,0.694,0.946,83.1185360465982
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1585.71805,0.796,99.786,1.86,0.538,0.945,44.9332719491952
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,5429.4701,0.795,99.75,1.577,0.634,0.944,83.144549059317
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,4098.4174,0.886,100,1.202,0.832,0.965,72.2375740491794
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,2145.981,0.808,99.684,1.692,0.591,0.936,52.2718650083418
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,2033.928,0.836,99.332,1.348,0.742,0.947,50.888874626426
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,3507.59305,0.828,100,1.212,0.825,0.943,66.8281840101781
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,3850.5437,0.816,99.912,1.137,0.88,0.922,70.0190296103199
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,3208.78505,0.86,99.788,1.415,0.706,0.953,63.9183230084691
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,4356.4796,0.723,100,1.385,0.722,0.904,74.4771246931031
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1524.5973,0.779,100,1.94,0.516,0.948,44.058796762468
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,4298.75365,0.84,100,1.051,0.951,0.956,73.9820460669656
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1378.59015,0.739,100,2.039,0.491,0.922,41.8960081029491
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,502.53905,0.392,100,5.48,0.182,0.787,25.2953076920136
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1646.83675,0.782,100,1.861,0.537,0.951,45.7910217599819
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1864.1511,0.846,100,1.443,0.693,0.94,48.7186914631495
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1704.56065,0.796,100,1.206,0.829,0.922,46.586629261833
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,5796.18845,0.803,99.941,1.148,0.871,0.947,85.9065558806615
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,519.51715,0.955,100,1.05,0.953,0.924,25.719054794998
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,5857.30715,0.621,99.71,2.223,0.45,0.914,86.3582948479184
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,2132.39975,0.77,99.841,1.942,0.515,0.942,52.1061962427059
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,3168.03925,0.912,100,1.159,0.863,0.961,63.5112025738226
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,4278.38075,0.562,99.762,1.466,0.682,0.895,73.8065278842846
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,2064.4894,0.863,100,1.222,0.818,0.949,51.2697722226905
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1765.6814,0.858,99.808,1.405,0.712,0.949,47.4145060280432
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1500.8296,0.692,99.774,2.32,0.431,0.943,43.7140205955601
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,3042.405,0.889,99.665,1.247,0.802,0.962,62.2391384668842
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,5218.94535,0.795,100,1.82,0.549,0.964,81.5166706964391
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,7049.1423,0.328,100,1.706,0.586,0.825,94.7377788045792
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,5483.7992,0.893,100,1.192,0.839,0.972,83.5594997401675
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,169.7769,0.962,100,1.576,0.635,0.926,14.7026073491251
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,3629.8325,0.767,100,1.453,0.688,0.934,67.9826910306212
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,4115.3955,0.854,100,1.042,0.96,0.945,72.3870450621183
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,3066.1727,0.87,100,1.419,0.705,0.957,62.4817760041069
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1276.7236,0.827,100,1.607,0.622,0.935,40.3184198005904
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1297.0965,0.578,100,3.07,0.326,0.926,40.6388306566217
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,207.1279,0.863,100,1.461,0.684,0.865,16.2395638210498
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,631.57015,0.855,100,1.604,0.624,0.923,28.3573639510854
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,3721.5126,0.889,100,1.143,0.875,0.956,68.8358700718613
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1164.6706,0.731,100,1.382,0.724,0.923,38.5085011979229
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1351.4256,0.841,100,1.442,0.693,0.948,41.4811826698257
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,4550.0242,0.887,100,1.187,0.842,0.962,76.1135384865398
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,4268.1943,0.863,100,1.285,0.778,0.952,73.718612082521
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,5731.6729,0.869,100,1.309,0.764,0.955,85.4271186085945
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,2101.8404,0.759,98.869,1.768,0.566,0.925,51.7314828127125
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1836.98655,0.812,99.63,1.554,0.644,0.934,48.3624225882722
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,6091.5996,0.879,100,1.34,0.746,0.968,88.0685273035316
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,5714.6948,0.901,100,1.148,0.871,0.968,85.3005006166576
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1653.6284,0.804,99.589,1.504,0.665,0.921,45.8853470203412
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,2003.36865,0.897,99.492,1.292,0.774,0.955,50.5051303123029
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,736.8315,0.756,100,2.179,0.459,0.935,30.6294466748345
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,4203.67875,0.891,100,1.169,0.856,0.961,73.1593467566713
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,3364.9807,0.862,100,1.377,0.726,0.955,65.4555306640364
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,5514.35855,0.89,99.938,1.109,0.902,0.958,83.7920006307789
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,6502.4606,0.824,100,1.348,0.742,0.948,90.9900542587064
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,5086.51945,0.845,100,1.14,0.878,0.953,80.4758206469779
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,3100.1289,0.8,100,1.508,0.663,0.945,62.8267992918334
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,842.0949,0.762,100,1.844,0.542,0.895,32.7442899922995
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,7021.97775,0.873,99.903,1.223,0.818,0.966,94.555062019706
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1925.27185,0.89,100,1.083,0.923,0.942,49.5109306495588
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1633.2555,0.921,100,1.421,0.704,0.967,45.6018145390751
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,2013.5551,0.863,100,1.298,0.771,0.946,50.6333682350203
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,353.1371,0.801,100,1.91,0.523,0.908,21.2044363384905
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,2906.58225,0.871,100,1.333,0.75,0.954,60.8339992169289
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,4583.9804,0.786,100,1.557,0.642,0.948,76.3970229627497
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,3256.32455,0.867,99.166,1.233,0.811,0.939,64.3900705664463
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,2835.2771,0.815,100,1.52,0.658,0.954,60.0831667274789
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,302.2028,0.48,100,4.174,0.24,0.802,19.6157221506039
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,499.14425,0.731,100,1.93,0.518,0.878,25.2097242671786
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1745.3085,0.817,100,1.456,0.687,0.937,47.1401718278838
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,2777.5532,0.701,100,1.195,0.837,0.926,59.4683997753908
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,638.3618,0.73,100,1.369,0.73,0.887,28.5094280477234
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,7731.64675,0.816,100,1.334,0.75,0.954,99.2181353786852
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,709.669,0.65,100,2.762,0.362,0.921,30.0595847355325
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,750.4148,0.848,100,1.592,0.628,0.946,30.910480396049
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1548.36705,0.795,100,1.479,0.676,0.91,44.4009251910918
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,4237.63495,0.921,100,1.157,0.864,0.97,73.4542333326801
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,448.212,0.744,100,2.287,0.437,0.917,23.8889355732908
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,6380.22115,0.897,100,1.139,0.878,0.967,90.1307376666565
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,5113.684,0.844,99.867,1.369,0.73,0.957,80.6904250086681
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,5548.3127,0.894,100,1.284,0.779,0.97,84.0495754670797
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,6128.9506,0.813,100,1.205,0.83,0.951,88.3381133579855
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,4590.77205,0.747,100,1.736,0.576,0.922,76.453597135288
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1198.6268,0.564,100,3.213,0.311,0.915,39.0658295846814
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,9690.87275,0.872,100,1.179,0.848,0.968,111.080162082599
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,2706.246,0.931,100,1.1,0.909,0.966,58.7000802808766
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,1602.69615,0.797,100,1.852,0.54,0.953,45.1731791705521
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,2179.9372,0.758,100,1.764,0.567,0.937,52.6837949286044
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 001-1.tif,4397.2254,0.908,100,1.194,0.838,0.965,74.8246033493923
