ssp,indiv,pic,Area,Circ.,X.Area,AR,Round,Solidity,VesselDiameter
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,10655.2071,0.5,99.649,1.694,0.59,0.892,116.475881782723
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,7395.48775,0.843,100,1.276,0.784,0.964,97.0372477758127
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,5758.83745,0.875,100,1.184,0.845,0.958,85.6293149163404
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,3816.5875,0.881,100,1.213,0.825,0.954,69.7096129019658
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,1470.2682,0.545,100,3.002,0.333,0.951,43.2666570653036
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,1466.8734,0.607,100,2.241,0.446,0.82,43.2166775678108
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,5769.0239,0.884,100,1.195,0.837,0.961,85.7050136456571
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,5687.53025,0.886,100,1.04,0.962,0.96,85.0975230319747
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,5395.5139,0.865,100,1.33,0.752,0.952,82.8841460211073
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,4750.3625,0.813,100,1.236,0.809,0.949,77.7711346633633
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,5171.4079,0.851,100,1.207,0.828,0.954,81.1445687660969
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,1147.6925,0.502,100,2.822,0.354,0.912,38.2267900325931
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,5035.5872,0.881,100,1.194,0.837,0.958,80.0718974047837
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,4607.7481,0.87,100,1.26,0.794,0.954,76.5948241926196
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,5042.37885,0.736,100,1.221,0.819,0.946,80.1258769147409
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,1198.6268,0.59,100,3.184,0.314,0.871,39.0658295846814
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,3314.04845,0.876,100,1.241,0.806,0.959,64.9582753751073
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,3568.7138,0.772,100,1.421,0.704,0.959,67.4079189265037
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,455.0016,0.712,100,1.4,0.715,0.912,24.0691925505982
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,3500.80345,0.691,100,2.083,0.48,0.972,66.7634734782822
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,2461.7671,0.696,100,1.977,0.506,0.964,55.9858841284837
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 010-1.tif,407.46415,0.588,100,2.473,0.404,0.923,22.7771699041365
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1952.4364,0.806,100,1.518,0.659,0.939,49.8589935022796
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2974.49465,0.78,100,1.66,0.603,0.958,61.540589971036
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1660.42005,0.727,100,1.586,0.631,0.952,45.9794787762012
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,617.9889,0.34,100,5.081,0.197,0.91,28.0508093588649
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1534.78375,0.614,100,2.262,0.442,0.939,44.2057390291908
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1786.0543,0.599,100,2.367,0.423,0.944,47.6872620707488
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2196.9153,0.581,100,2.381,0.42,0.924,52.8885567622498
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,7378.50965,0.85,100,1.279,0.782,0.967,96.9257977402818
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,662.1295,0.745,100,1.58,0.633,0.884,29.0353140698654
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3256.32455,0.799,100,1.514,0.66,0.953,64.3900705664463
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4050.87995,0.874,100,1.156,0.865,0.951,71.8174111432235
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2913.3739,0.837,100,1.153,0.868,0.948,60.9050314676818
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4234.24015,0.864,100,1.251,0.8,0.96,73.4248050789742
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3110.31535,0.882,100,1.05,0.953,0.947,62.9299332608639
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5585.6637,0.875,100,1.086,0.921,0.954,84.3320099750488
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,611.19725,0.751,100,2.027,0.493,0.898,27.8962454164245
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3867.5218,0.841,100,1.118,0.894,0.947,70.1732263465584
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2363.29535,0.865,100,1.211,0.826,0.937,54.8547271938228
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4628.12305,0.831,100,1.26,0.794,0.954,76.7639842970668
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4482.11385,0.849,100,1.306,0.766,0.952,75.5433954613186
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,376.9048,0.497,100,3.417,0.293,0.892,21.9063939515498
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5001.631,0.895,100,1.028,0.973,0.964,79.8014685163956
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2190.12365,0.844,100,1.33,0.752,0.935,52.8067423634493
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4390.43375,0.874,100,1.13,0.885,0.954,74.7667965679946
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5161.22145,0.839,100,1.148,0.871,0.949,81.0646115717294
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,831.90845,0.662,100,2.363,0.423,0.894,32.5456408162343
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1962.62285,0.822,100,1.24,0.806,0.931,49.9888890056663
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3667.1835,0.876,100,1.189,0.841,0.949,68.331567009694
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1422.73075,0.592,100,2.6,0.385,0.944,42.5614503090616
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3986.3644,0.871,100,1.099,0.91,0.953,71.2432227920976
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,7792.76545,0.868,100,1.215,0.823,0.964,99.6095233086973
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1694.3742,0.763,100,1.743,0.574,0.929,46.4472198847144
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,743.62315,0.779,100,1.907,0.524,0.918,30.7702843821848
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1945.64475,0.854,86.562,1.269,0.788,0.939,49.7721994260487
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4448.15765,0.857,100,1.19,0.84,0.948,75.2566955240278
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,6179.8849,0.834,100,1.135,0.881,0.951,88.7044183600327
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1490.64315,0.817,100,1.557,0.642,0.933,43.5654198380848
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,448.212,0.704,100,2.562,0.39,0.889,23.8889355732908
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2730.01575,0.62,100,2.338,0.428,0.888,58.9573066773731
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3965.9915,0.813,100,1.126,0.888,0.948,71.0609401280586
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4543.23255,0.881,100,1.275,0.784,0.958,76.0567113645336
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5667.15735,0.854,100,1.055,0.948,0.95,84.9449753914646
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,947.35625,0.71,84.588,2.405,0.416,0.922,34.7305548537885
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,6305.51915,0.824,100,1.226,0.816,0.95,89.6015420172268
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3055.98625,0.808,100,1.081,0.925,0.925,62.3779010681421
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5836.93425,0.874,100,1.099,0.91,0.961,86.2079782103668
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,7531.30845,0.903,100,1.163,0.86,0.971,97.9242551267973
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5538.12625,0.854,100,1.26,0.794,0.958,83.972384420331
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4325.9182,0.881,100,1.329,0.753,0.966,74.2154304678586
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5388.72225,0.879,100,1.148,0.871,0.959,82.8319640253341
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3646.8106,0.886,100,1.239,0.807,0.96,68.1414959336773
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,509.3307,0.88,93.333,1.794,0.557,0.938,25.4656629324202
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1273.3288,0.336,95.733,1.562,0.64,0.761,40.2647809085083
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5470.2159,0.886,100,1.076,0.929,0.964,83.4559476737222
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3959.19985,0.876,99.914,1.269,0.788,0.953,71.0000691163715
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4291.96405,0.841,100,1.222,0.818,0.953,73.9235980796504
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3636.62415,0.838,100,1.222,0.818,0.934,68.0462613015506
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4709.61465,0.898,100,1.212,0.825,0.966,77.4368621061317
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1684.18775,0.778,100,1.839,0.544,0.926,46.3073908146263
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4628.12305,0.827,100,1.417,0.706,0.951,76.7639842970668
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,7167.98695,0.829,100,1.548,0.646,0.967,95.5330541796167
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,6420.96695,0.817,100,1.313,0.761,0.956,90.4180791444804
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5619.6199,0.887,100,1.192,0.839,0.961,84.5879558983468
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3005.054,0.722,100,1.254,0.797,0.932,61.855909878237
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5864.0988,0.885,100,1.308,0.764,0.969,86.40834731896
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,7853.8862,0.905,100,1.046,0.956,0.97,99.9993924466033
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1755.49495,0.805,87.621,1.657,0.603,0.94,47.2775379109665
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2845.46355,0.812,100,1.47,0.68,0.942,60.1910019435007
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,6920.1112,0.841,100,1.342,0.745,0.958,93.8667099338456
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4828.4593,0.741,100,1.542,0.648,0.932,78.4078141571633
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2913.3739,0.81,90.676,1.767,0.566,0.945,60.9050314676818
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2896.3958,0.837,100,1.263,0.792,0.951,60.7273058003139
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5137.45375,0.829,100,1.273,0.785,0.955,80.877742758734
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2275.0121,0.875,100,1.323,0.756,0.949,53.8203992039356
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2668.895,0.87,100,1.316,0.76,0.953,58.2935901686108
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,811.5335,0.49,100,3.337,0.3,0.917,32.1446192087779
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,8400.5679,0.892,100,1.175,0.851,0.968,103.421154743664
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,353.1371,0.915,100,1.646,0.608,0.937,21.2044363384905
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3653.60225,0.898,100,1.095,0.914,0.956,68.204918190944
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4984.6529,0.834,100,1.121,0.892,0.952,79.6659098301074
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5263.088,0.84,100,1.29,0.775,0.947,81.860685124308
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4719.8011,0.876,92.518,1.111,0.9,0.96,77.5205611680187
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2373.48385,0.764,100,1.682,0.595,0.933,54.9728432647454
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5962.57055,0.888,100,1.297,0.771,0.963,87.1308246978834
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2118.81645,0.86,100,1.364,0.733,0.947,51.9399739331411
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5942.1956,0.794,100,1.292,0.774,0.947,86.9818281049053
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5643.38965,0.83,100,1.133,0.883,0.955,84.7666613046021
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,587.42955,0.91,100,1.454,0.688,0.938,27.3484649076686
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,8142.5057,0.908,100,1.163,0.86,0.969,101.820234975527
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,6509.25225,0.868,99.948,1.24,0.807,0.966,91.0375602229999
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,685.89925,0.788,75.743,2.117,0.472,0.918,29.5518873983404
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5670.55215,0.815,100,1.431,0.699,0.959,84.970413897209
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5514.35855,0.858,100,1.189,0.841,0.958,83.7920006307789
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,6370.0347,0.844,100,1.206,0.829,0.961,90.0587590486077
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1171.46225,0.77,82.609,2.031,0.492,0.938,38.6206170570128
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3246.13605,0.867,100,1.309,0.764,0.959,64.289258717537
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2947.3301,0.768,100,1.639,0.61,0.936,61.2589359580155
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4376.8525,0.871,100,1.314,0.761,0.957,74.6510661978311
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,6366.6399,0.846,92.48,1.378,0.726,0.955,90.0347582201936
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3578.90025,0.783,100,1.726,0.579,0.947,67.5040541372336
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2842.0667,0.604,100,2.494,0.401,0.873,60.1550638867167
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2227.47465,0.683,88.72,2.53,0.395,0.927,53.2551294175042
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5147.6402,0.84,92.876,1.537,0.651,0.96,80.9578845123094
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4353.08275,0.777,100,1.39,0.72,0.922,74.4480832446645
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,685.89925,0.801,100,1.833,0.546,0.914,29.5518873983404
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3704.5345,0.73,100,1.948,0.513,0.928,68.6786707809324
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3884.49785,0.83,100,1.071,0.933,0.949,70.3270664400181
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3151.06115,0.856,100,1.259,0.794,0.945,63.3407898913383
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4207.0756,0.822,100,1.327,0.754,0.947,73.188899579174
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,336.159,0.776,100,1.878,0.532,0.908,20.6884250758396
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,6274.9598,0.856,100,1.398,0.715,0.954,89.3841538472197
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,6994.8132,0.843,100,1.095,0.913,0.963,94.3719914713868
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3018.63525,0.839,100,1.187,0.842,0.945,61.9955302536523
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1993.1822,0.821,100,1.702,0.588,0.941,50.3765659498762
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4729.98755,0.803,100,1.303,0.767,0.938,77.6041699573224
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5663.76255,0.836,100,1.354,0.739,0.949,84.9195292653584
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4675.6605,0.854,99.492,1.039,0.962,0.952,77.1572151283092
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4770.7354,0.776,100,1.467,0.682,0.939,77.9377249395177
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4804.68955,0.856,100,1.147,0.872,0.959,78.214581346676
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,10787.633,0.686,100,1.625,0.615,0.96,117.197444211425
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4427.78475,0.869,100,1.064,0.94,0.955,75.0841570457796
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,7191.75465,0.487,99.906,1.548,0.646,0.89,95.6913079459832
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4200.28395,0.866,100,1.295,0.772,0.963,73.1297998373878
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,6264.77335,0.828,100,1.287,0.777,0.96,89.3115735390603
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,11425.9948,0.523,99.643,1.785,0.56,0.929,120.615208068047
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,774.1825,0.878,100,1.646,0.607,0.944,31.3961745096744
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5667.15735,0.84,100,1.292,0.774,0.955,84.9449753914646
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1898.1073,0.822,100,1.593,0.628,0.947,49.1604035226572
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1022.05825,0.763,100,1.78,0.562,0.909,36.0738822546564
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5840.3311,0.484,99.709,1.106,0.904,0.897,86.2330592688594
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5215.55055,0.767,100,1.456,0.687,0.957,81.4901540544944
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,1317.4694,0.859,100,1.313,0.762,0.937,40.9567349657966
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5038.982,0.851,100,1.295,0.772,0.962,80.0988835603136
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4723.19795,0.857,100,1.376,0.727,0.955,77.5484519997147
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3117.107,0.784,100,1.598,0.626,0.943,62.9986023461695
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2672.2898,0.83,100,1.547,0.647,0.948,58.3306527338107
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3850.5437,0.685,100,2.035,0.491,0.925,70.0190296103199
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5263.088,0.792,100,1.37,0.73,0.946,81.860685124308
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3949.0134,0.773,100,1.648,0.607,0.941,70.9086738246391
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,794.55745,0.883,100,1.105,0.905,0.929,31.8066339920453
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,3578.90025,0.895,99.62,1.023,0.978,0.956,67.5040541372336
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5704.50835,0.855,99.94,1.061,0.942,0.953,85.2244425883322
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4818.27285,0.763,100,1.347,0.742,0.948,78.3250632297466
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2947.3301,0.847,100,1.163,0.86,0.946,61.2589359580155
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5568.68765,0.818,99.878,1.223,0.817,0.951,84.2037607726539
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,5415.8868,0.862,100,1.115,0.897,0.957,83.0404795480444
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,4356.4796,0.873,100,1.372,0.729,0.96,74.4771246931031
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x5 011-1.tif,2750.38865,0.921,100,1.197,0.835,0.959,59.1768839376556
